54967,12167.00
58567,11840.00
60400,12163.00
56200,11174.00
60633,11183.00
57133,11591.00
59767,11424.00
55367,11273.00
58500,11731.00
57533,11894.00
55033,11546.00
58500,11284.00
60433,11532.00
56900,11555.00
59633,12360.00
56100,11501.00
58967,11476.00
59000,11367.00
58200,11897.00
55900,11625.00
61933,12265.00
64033,12301.00
55100,12027.00
57300,11379.00
63033,11781.00
58900,12695.00
57133,11731.00
54900,12349.00
60933,11397.00
56633,12439.00
59267,12450.00
59167,12236.00
58567,12002.00
56900,12621.00
53700,12113.00
57867,12054.00
56133,12254.00
61400,11982.00
56800,10983.00
56933,11822.00
56933,11070.00
59900,12045.00
56433,12070.00
55867,11917.00
64367,11238.00
56767,11989.00
56800,11541.00
55333,11179.00
56733,11582.00
59900,11955.00
64300,11926.00
56767,11688.00
57300,11987.00
59433,11795.00
56333,11620.00
55633,10996.00
56800,11645.00
56133,11509.00
53033,11883.00
52033,11304.00
53333,10854.00
57767,11759.00
54967,11726.00
53533,11559.00
54633,11204.00
52633,11048.00
53667,11658.00
52533,11277.00
47300,11444.00
49233,11247.00
48567,11498.00
48467,10836.00
45800,11224.00
45533,11102.00
45233,10874.00
47167,10969.00
45333,10750.00
40900,10529.00
41167,10845.00
41567,10802.00
41400,10492.00
42767,10262.00
43633,11048.00
40333,10736.00
39967,10604.00
40533,10390.00
40033,11235.00
40300,10960.00
39967,10906.00
37333,10431.00
36300,10773.00
37133,10798.00
40133,10370.00
36733,10540.00
36400,10447.00
37200,10565.00
34333,10608.00
34467,10431.00
34333,10264.00
33867,10221.00
31200,10442.00
31567,10025.00
31033,9986.00
30300,10320.00
31333,10151.00
28900,9745.00
30133,9743.00
28433,10025.00
27467,10038.00
26367,10041.00
25600,9680.00
25600,9886.00
27400,9545.00
23367,9736.00
25100,9536.00
23533,9600.00
23633,9664.00
22200,9829.00
21267,9514.00
23133,9772.00
21600,9557.00
20333,9304.00
18667,9534.00
20000,9320.00
20733,9471.00
19267,9220.00
17967,9259.00
17467,9350.00
17500,9299.00
16667,9191.00
16967,9141.00
16200,9339.00
16700,9214.00
16133,9065.00
15933,9182.00
15433,9101.00
15667,8975.00
14600,9067.00
14000,9078.00
14300,9126.00
14633,9003.00
13767,9030.00
13433,8981.00
13967,8850.00
14233,8717.00
13033,8961.00
13233,8988.00
13767,8886.00
13200,8927.00
12567,8954.00
12333,8821.00
12533,8805.00
12233,8846.00
11633,8810.00
11667,8880.00
11633,8873.00
11200,8855.00
10667,8905.00
10767,8805.00
11167,8830.00
10967,8685.00
10233,8713.00
10100,8798.00
9900,8774.00
10267,8767.00
9600,8665.00
9367,8683.00
9167,8661.00
9367,8582.00
8733,8690.00
8633,8683.00
8700,8706.00
8600,8681.00
8467,8656.00
8133,8613.00
7633,8589.00
7633,8649.00
7667,8634.00
7400,8571.00
6967,8620.00
7033,8525.00
7033,8564.00
6633,8550.00
6000,8498.00
5900,8440.00
5433,8492.00
5767,8494.00
5633,8467.00
5533,8485.00
5167,8406.00
4467,8406.00
4367,8401.00
4367,8417.00
4300,8349.00
3633,8347.00
3067,8345.00
2900,8352.00
2967,8309.00
2733,8302.00
2033,8286.00
1867,8295.00
2167,8282.00
1700,8254.00
1167,8254.00
1167,8250.00
1167,8243.00
867,8241.00
533,8236.00
33,8234.00
33,8234.00
33,8232.00
33,8234.00
0,8234.00
0,8234.00
0,8234.00
0,8232.00
0,8232.00
0,8234.00
0,8234.00
0,8239.00
0,8234.00
0,8234.00
0,8236.00
0,8232.00
0,8236.00
400,8245.00
867,8259.00
1400,8257.00
1433,8254.00
1367,8286.00
2100,8331.00
2633,8324.00
2667,8322.00
2600,8336.00
2933,8399.00
4233,8403.00
4033,8397.00
4133,8410.00
4367,8440.00
5300,8471.00
5167,8473.00
5467,8487.00
5300,8562.00
6300,8537.00
6600,8532.00
6500,8559.00
6367,8631.00
7100,8571.00
7633,8607.00
7700,8613.00
7567,8679.00
8333,8710.00
9233,8778.00
9600,8715.00
9167,8735.00
9967,8778.00
10167,8774.00
10733,8728.00
10433,8862.00
11033,8866.00
11800,8794.00
11533,8882.00
11500,8925.00
12367,8920.00
13300,8970.00
13467,8911.00
12800,8981.00
13467,9080.00
13767,8963.00
13467,9058.00
14100,9150.00
14900,9218.00
15967,9198.00
16100,9159.00
15233,9218.00
15300,9216.00
16533,9236.00
17667,9105.00
17333,9245.00
19933,9418.00
19167,9290.00
19167,9407.00
20400,9581.00
20967,9445.00
22000,9713.00
22833,9586.00
22833,9781.00
23567,9695.00
25400,9646.00
24767,9897.00
27267,9849.00
27333,10097.00
28567,10102.00
27733,10224.00
30067,9761.00
30433,10501.00
30233,9950.00
29433,10149.00
31433,10613.00
33033,9937.00
33567,10318.00
30333,10590.00
33267,10293.00
36367,10693.00
35900,10253.00
37333,10674.00
37767,10345.00
38367,10697.00
41600,10097.00
37300,10465.00
39767,10496.00
37900,10538.00
37967,10604.00
42167,10929.00
41433,10978.00
42967,10745.00
41667,11048.00
45767,10715.00
45533,10807.00
49600,10865.00
43267,11842.00
48500,11811.00
48233,11181.00
52933,11403.00
49033,11361.00
53933,11247.00
51800,10631.00
49800,11656.00
51400,11953.00
53200,11403.00
52933,11460.00
53333,11566.00
59667,11509.00
54067,12191.00
54000,12052.00
58967,11509.00
53467,11532.00
60167,12041.00
55067,12050.00
57733,11478.00
59967,12532.00
60200,11799.00
56300,11993.00
58967,11279.00
58033,11154.00
56367,11906.00
59600,11363.00
57567,11899.00
55633,12229.00
54533,11980.00
59100,11975.00
59967,12097.00
57967,11806.00
56167,10996.00
59933,11897.00
57600,11253.00
60267,11865.00
58467,11568.00
59233,11379.00
56367,12160.00
58467,12250.00
57900,11737.00
56067,11923.00
58200,11275.00
57733,11618.00
64267,11188.00
60533,11464.00
57900,11460.00
56767,12142.00
59000,11670.00
58933,12468.00
55833,12265.00
55433,12311.00
59767,11849.00
57100,10822.00
58633,12088.00
63700,11311.00
57233,11503.00
54567,11667.00
55900,12414.00
56133,11602.00
58933,11593.00
58767,12185.00
54033,12389.00
59400,12029.00
57533,11790.00
53167,11672.00
52967,11284.00
55633,11107.00
54733,11595.00
60067,11503.00
56400,11512.00
60333,12295.00
56900,11449.00
56633,11597.00
53900,11827.00
51300,11892.00
55200,11761.00
52400,11302.00
51400,11309.00
51133,11008.00
48433,11163.00
49900,11286.00
48633,11345.00
48533,11311.00
44600,10702.00
40867,10992.00
43033,10492.00
39500,10506.00
42900,11190.00
40467,10658.00
41667,11072.00
40800,10831.00
40867,10512.00
40433,10915.00
37733,11104.00
39467,11014.00
39067,10727.00
38633,10284.00
36100,10543.00
36100,10748.00
36033,10124.00
33533,9962.00
34700,10492.00
36900,10451.00
35733,10248.00
33033,10320.00
31033,10327.00
31100,9934.00
33333,10133.00
30167,10199.00
28200,9998.00
28500,10460.00
28067,9783.00
24267,9986.00
25700,9866.00
26933,9636.00
24533,9187.00
22100,9429.00
22600,9664.00
22167,9686.00
22033,9247.00
18567,9409.00
18967,9317.00
19067,9266.00
18067,9137.00
16667,9205.00
17733,9411.00
17733,9227.00
17167,9168.00
15633,9025.00
15267,9051.00
