0,8232.00
0,8234.00
0,8236.00
0,8236.00
33,8232.00
0,8236.00
0,8232.00
0,8232.00
33,8234.00
0,8230.00
67,8236.00
200,8234.00
233,8243.00
800,8245.00
767,8239.00
767,8245.00
867,8245.00
933,8257.00
1333,8252.00
1200,8252.00
1200,8250.00
1167,8252.00
1233,8261.00
1533,8272.00
1633,8266.00
1600,8275.00
1600,8268.00
1567,8275.00
1567,8288.00
1900,8291.00
2033,8300.00
1143,8300.00
2133,8293.00
2100,8324.00
2500,8342.00
3367,8342.00
3300,8356.00
3333,8356.00
3400,8372.00
3567,8394.00
4533,8390.00
3833,8388.00
4133,8397.00
4233,8446.00
5133,8485.00
5200,8469.00
5400,8451.00
5700,8521.00
5767,8505.00
6033,8528.00
6133,8514.00
6167,8573.00
6500,8602.00
7233,8624.00
7433,8584.00
7600,8618.00
7433,8674.00
7933,8694.00
8233,8672.00
8267,8694.00
8500,8726.00
9133,8670.00
9100,8760.00
9467,8749.00
9233,8774.00
9900,8749.00
10233,8801.00
10300,8785.00
10133,8767.00
10400,8794.00
11067,8844.00
10667,8855.00
11333,8819.00
10867,8853.00
11367,8828.00
11400,8880.00
12200,8855.00
12067,8875.00
12333,8932.00
11967,8889.00
12733,8868.00
12500,8954.00
12733,8898.00
12433,8920.00
12767,8963.00
13100,9080.00
13367,8954.00
13467,9025.00
13700,9032.00
13433,8961.00
13800,9171.00
13933,9087.00
14000,9047.00
14467,9114.00
15167,8993.00
15000,9047.00
16033,9056.00
15667,9159.00
16767,9268.00
16167,9101.00
16367,9166.00
16200,9306.00
16000,9159.00
16667,9375.00
16967,9141.00
16900,9171.00
17567,9297.00
17733,9357.00
17567,9407.00
18000,9386.00
19367,9391.00
18733,9223.00
18867,9466.00
18833,9606.00
18867,9462.00
22000,9438.00
21533,9698.00
21167,9545.00
20667,9657.00
22367,9455.00
22533,9525.00
22833,9541.00
22333,9993.00
23600,9691.00
23467,9824.00
23867,9752.00
24567,9736.00
24033,9900.00
25300,9824.00
25367,9920.00
26967,9849.00
25433,9677.00
27500,10163.00
25767,9680.00
28600,9915.00
27167,9953.00
29467,10183.00
29067,9955.00
28500,10142.00
27567,10147.00
29133,9750.00
28933,10183.00
30267,10284.00
29700,10320.00
29767,10000.00
32100,10029.00
30300,9968.00
31967,10402.00
31967,10233.00
32167,10239.00
31667,10345.00
32233,10072.00
34000,10399.00
33067,10417.00
33700,10086.00
34833,10020.00
33800,10050.00
33067,10237.00
35867,10478.00
34267,10244.00
33267,10334.00
33967,10456.00
36600,10264.00
36800,9765.00
34900,10402.00
34467,10499.00
36467,10187.00
36733,10415.00
38267,10004.00
35433,10318.00
36567,10671.00
39200,10361.00
38433,11213.00
39067,10976.00
37600,10922.00
36700,10525.00
39533,10617.00
39133,10722.00
38600,11220.00
36367,11136.00
46233,10581.00
41600,10436.00
42433,10510.00
41000,11070.00
41167,10474.00
40167,10522.00
40033,10784.00
42567,11392.00
40967,10034.00
41700,10483.00
42167,10976.00
42633,11206.00
39433,10807.00
44267,10960.00
45033,10515.00
41733,11300.00
43467,10510.00
44000,10567.00
45567,10850.00
45733,11213.00
49467,11132.00
49200,11683.00
46533,11435.00
48167,10872.00
49167,10883.00
47500,11410.00
46633,11070.00
50067,11019.00
49567,11070.00
50100,11566.00
50100,11579.00
51933,11489.00
54300,11609.00
51767,11041.00
52033,11361.00
52633,11620.00
54567,11768.00
52900,11442.00
54733,11527.00
53400,10953.00
54500,11600.00
53633,11858.00
51667,11275.00
49900,11525.00
52900,11258.00
52500,11728.00
56067,11081.00
54800,11435.00
52267,11681.00
54767,11208.00
55733,12077.00
53400,11733.00
54900,11492.00
58267,12234.00
62200,11613.00
52667,12320.00
56567,11566.00
52033,11028.00
56300,10669.00
53600,12441.00
59004,11401.00
56067,11065.00
58700,12198.00
61467,11215.00
61500,11118.00
57533,11713.00
62533,11604.00
58167,11779.00
56233,11806.00
58967,12016.00
57600,11817.00
53767,12202.00
58333,12124.00
56867,11132.00
57933,11706.00
59500,11539.00
59633,12308.00
58733,11899.00
58367,11433.00
63033,11329.00
55800,11464.00
56400,11856.00
62200,11966.00
54133,12131.00
56133,12297.00
56167,11552.00
61800,11442.00
58600,11876.00
57367,11539.00
59033,12527.00
60633,11483.00
58500,11419.00
58567,11111.00
55667,11302.00
53967,11309.00
58333,11681.00
60833,11313.00
58067,11586.00
58433,11652.00
57200,11170.00
57800,12220.00
